institute,program,round,opening_rank,closing_rank,seat_type,quota,category
"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,Round 1,53394,62552,WBJEE Seats,Home State,ST
"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,Round 1,10886,14181,WBJEE Seats,Home State,OBC - B
University Of Calcutta,Jute & Fibre Technology,Round 1,4793,8960,WBJEE Seats,Home State,Open
University Of Calcutta,Jute & Fibre Technology,Round 1,3533,4726,WBJEE Seats,All India,Open
University Of Calcutta,Jute & Fibre Technology,Round 1,12979,23282,WBJEE Seats,Home State,EWS
"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,Round 1,15964,25828,WBJEE Seats,Home State,SC
"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,Round 1,20284,20923,WBJEE Seats,Home State,OBC - A
"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,Round 1,6509,13274,WBJEE Seats,All India,Open
"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,Round 1,71931,78744,WBJEE Seats,Home State,ST
"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,Round 1,18842,26289,WBJEE Seats,Home State,EWS
"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering,Round 1,15041,15529,WBJEE Seats,Home State,OBC - B
"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering,Round 1,28812,76075,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Cyber Security) (TFW),Round 1,11466,12237,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Cyber Security) (TFW),Round 1,8227,8737,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Cyber Security) (TFW),Round 1,11446,14321,WBJEE Seats,Home State,Tuition Fee Waiver
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering (TFW),Round 1,9860,15031,WBJEE Seats,Home State,Tuition Fee Waiver
"Global Institute of Management and Technology, Krishnanagar, Nadia",Electrical Engineering (TFW),Round 1,32634,35435,WBJEE Seats,Home State,Tuition Fee Waiver
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering (TFW),Round 1,8909,14923,WBJEE Seats,Home State,Tuition Fee Waiver
DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Electrical Engineering (TFW),Round 1,34093,43830,WBJEE Seats,Home State,Tuition Fee Waiver
University Of Calcutta,Jute & Fibre Technology,Round 1,9988,11257,WBJEE Seats,Home State,OBC - B
"Adamas University, Barasat",Electrical Engineering,Round 1,61157,90425,WBJEE Seats,All India,Open
Jadavpur University,Chemical Engineering,Round 1,3086,3800,WBJEE Seats,Home State,OBC - A
"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering (TFW),Round 1,18931,23362,WBJEE Seats,Home State,Tuition Fee Waiver
"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering (TFW),Round 1,9758,11164,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering (TFW),Round 1,5490,6290,WBJEE Seats,Home State,Tuition Fee Waiver
"Jis College of Engineering, Kalyani, Nadia",Electrical Engineering (TFW),Round 1,25964,30301,WBJEE Seats,Home State,Tuition Fee Waiver
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering (TFW),Round 1,13853,14164,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering (TFW),Round 1,8361,12558,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",Electrical Engineering (TFW),Round 1,20272,20272,WBJEE Seats,Home State,Tuition Fee Waiver
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering (TFW),Round 1,2735,3330,WBJEE Seats,Home State,Tuition Fee Waiver
"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering (TFW),Round 1,27000,29138,WBJEE Seats,Home State,Tuition Fee Waiver
"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,11597,13796,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,24135,28471,WBJEE Seats,Home State,Tuition Fee Waiver
"Seacom Engineering College, Sankrail, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,36471,38820,WBJEE Seats,Home State,Tuition Fee Waiver
"Bankura Unnayani Institute of Engineering, Bankura",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,16665,16665,WBJEE Seats,Home State,Tuition Fee Waiver
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,8848,8849,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",Biotechnology,Round 1,27240,46971,WBJEE Seats,All India,Open
Jadavpur University,PRINTING ENGINEERING,Round 1,2081,3453,WBJEE Seats,Home State,Open
"Kaji Nazrul University, Asansol",Mining Engineering,Round 1,8416,23820,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,9605,10788,WBJEE Seats,Home State,Tuition Fee Waiver
"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,18797,19739,WBJEE Seats,Home State,Tuition Fee Waiver
"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,14588,21562,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,17141,22555,WBJEE Seats,Home State,Tuition Fee Waiver
"Bengal College of Engineering & Technology, Durgapur",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,25889,25889,WBJEE Seats,Home State,Tuition Fee Waiver
"Siliguri Institute of Technology, Siliguri",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,19189,35973,WBJEE Seats,Home State,Tuition Fee Waiver
"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,9973,23168,WBJEE Seats,Home State,Tuition Fee Waiver
"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,Round 1,7097,9075,WBJEE Seats,Home State,OBC - A
"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,Round 1,2447,4249,WBJEE Seats,Home State,Open
"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,Round 1,34629,46005,WBJEE Seats,Home State,ST
"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,Round 1,70663,76469,WBJEE Seats,Home State,Open (PwD)
"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,Round 1,11131,14322,WBJEE Seats,Home State,SC
"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,Round 1,20554,28582,WBJEE Seats,Home State,SC
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 1,5731,14990,WBJEE Seats,Home State,Open
"BENGAL SCHOOL OF TECHNOLOGY, SUGANDHA, HOOGHLY",B.Pharm/Pharmaceutical Technology,Round 1,55602,68698,WBJEE Seats,Home State,SC
"P.G. INSTITUTE OF MEDICAL SCIENCES, CHANDRAKONA",B.Pharm/Pharmaceutical Technology,Round 1,65500,87918,WBJEE Seats,Home State,SC
"P.G. INSTITUTE OF MEDICAL SCIENCES, CHANDRAKONA",B.Pharm/Pharmaceutical Technology,Round 1,50937,90828,WBJEE Seats,Home State,OBC - A
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 1,15502,16335,WBJEE Seats,Home State,OBC - B
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 1,15137,25607,WBJEE Seats,Home State,SC
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 1,59791,87951,WBJEE Seats,Home State,ST
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,Round 1,25822,31241,WBJEE Seats,Home State,EWS
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,Round 1,19551,24284,WBJEE Seats,Home State,OBC - A
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,Round 1,33387,33387,WBJEE Seats,Home State,ST
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,Round 1,26763,30423,WBJEE Seats,Home State,SC
"Dr. B. C. Roy Engineering College, Durgapur",Computer Science And Design - TFW,Round 1,26054,31926,WBJEE Seats,Home State,Tuition Fee Waiver
"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering (TFW),Round 1,4664,4664,WBJEE Seats,Home State,Tuition Fee Waiver
"FACULTY OF TECHNOLOGY, UTTAR BANGA KRISHI VISWAVIDYALAYA",Agricultural Engineering (TFW),Round 1,10180,12417,WBJEE Seats,Home State,Tuition Fee Waiver
"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering (TFW),Round 1,37278,37278,WBJEE Seats,Home State,Tuition Fee Waiver
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,Round 1,98498,98498,WBJEE Seats,Home State,Open (PwD)
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,Round 1,14880,23720,WBJEE Seats,Home State,OBC - A
Jadavpur University,PRINTING ENGINEERING,Round 1,1594,1889,WBJEE Seats,All India,Open
Jadavpur University,PRINTING ENGINEERING,Round 1,6765,7129,WBJEE Seats,Home State,OBC - A
Jadavpur University,PRINTING ENGINEERING,Round 1,4617,4929,WBJEE Seats,Home State,OBC - B
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,Round 1,22973,28589,WBJEE Seats,Home State,SC
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,Round 1,19073,24204,WBJEE Seats,Home State,EWS
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,Round 1,98118,98118,WBJEE Seats,Home State,ST
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,Round 1,8886,13125,WBJEE Seats,All India,Open
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,Round 1,13549,15808,WBJEE Seats,Home State,OBC - B
"Global Institute of Management and Technology, Krishnanagar, Nadia",Electrical Engineering,Round 1,8456,8456,WBJEE Seats,All India,Open
"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electrical Engineering,Round 1,15420,97681,WBJEE Seats,All India,Open
"Bankura Unnayani Institute of Engineering, Bankura",Electrical Engineering,Round 1,25099,95514,WBJEE Seats,All India,Open
"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering (TFW),Round 1,19557,20980,WBJEE Seats,Home State,Tuition Fee Waiver
"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering - TFW,Round 1,3097,11045,WBJEE Seats,Home State,Tuition Fee Waiver
"Seacom Engineering College, Sankrail, Howrah",Computer Science & Engineering - TFW,Round 1,28932,36268,WBJEE Seats,Home State,Tuition Fee Waiver
"Swami Vivekananda Institute of Science & Technology, Sonarpur",Computer Science & Engineering - TFW,Round 1,17952,32863,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Construction Engineering,Round 1,3829,4035,WBJEE Seats,Home State,EWS
Jadavpur University,Metallurgical Engineering,Round 1,3020,3338,WBJEE Seats,Home State,OBC - B
Jadavpur University,Metallurgical Engineering,Round 1,2854,2886,WBJEE Seats,Home State,EWS
TECHNO BENGAL INSTITUTE OF TECHNOLOGY,Computer Science & Engineering - TFW,Round 1,18915,33162,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engineering & Ceramic Technology, Kolkata",Computer Science & Engineering - TFW,Round 1,2504,3967,WBJEE Seats,Home State,Tuition Fee Waiver
"Ramkrishna Mahato Government Engineering College, Purulia",Computer Science & Engineering - TFW,Round 1,5568,7155,WBJEE Seats,Home State,Tuition Fee Waiver
"Siliguri Institute of Technology, Siliguri",Computer Science & Engineering - TFW,Round 1,11900,31400,WBJEE Seats,Home State,Tuition Fee Waiver
"Jis University, Agarpara",Computer Science & Engineering - TFW,Round 1,19684,27947,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engg. & Textile Technology, Berhampore",Computer Science & Engineering - TFW,Round 1,7220,7478,WBJEE Seats,Home State,Tuition Fee Waiver
"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering - TFW,Round 1,12683,35715,WBJEE Seats,Home State,Tuition Fee Waiver
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,Round 1,6313,6313,WBJEE Seats,Home State,Tuition Fee Waiver
"Dream Institute of Technology, Bishnupur, 24-Parganas-South",Computer Science & Engineering - TFW,Round 1,27952,36869,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr. B. C. Roy Engineering College, Durgapur",Computer Science And Design,Round 1,13915,96651,WBJEE Seats,All India,Open
"Dr. B. C. Roy Engineering College, Durgapur",Mechanical Engineering (TFW),Round 1,25254,27044,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Mechanical Engineering (TFW),Round 1,934,1281,WBJEE Seats,Home State,Tuition Fee Waiver
"Heritage Institute of Technology, Kolkata",Mechanical Engineering (TFW),Round 1,7194,9325,WBJEE Seats,Home State,Tuition Fee Waiver
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering (TFW),Round 1,13351,13547,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Metallurgical Engineering,Round 1,1268,1362,WBJEE Seats,All India,Open
Jadavpur University,Metallurgical Engineering,Round 1,4287,4894,WBJEE Seats,Home State,OBC - A
Jadavpur University,Metallurgical Engineering,Round 1,35184,37446,WBJEE Seats,Home State,ST
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering (TFW),Round 1,17653,17653,WBJEE Seats,Home State,Tuition Fee Waiver
DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Mechanical Engineering (TFW),Round 1,43534,53179,WBJEE Seats,Home State,Tuition Fee Waiver
"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering (TFW),Round 1,6017,13478,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering (TFW),Round 1,14024,14984,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",Mechanical Engineering (TFW),Round 1,21350,21350,WBJEE Seats,Home State,Tuition Fee Waiver
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering (TFW),Round 1,4247,4503,WBJEE Seats,Home State,Tuition Fee Waiver
"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering (TFW),Round 1,12978,22593,WBJEE Seats,Home State,Tuition Fee Waiver
"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering (TFW),Round 1,3818,3973,WBJEE Seats,Home State,Tuition Fee Waiver
"Abacus Institute of Engineering & Management, Mogra, Hooghly",Civil Engineering,Round 1,91635,96393,WBJEE Seats,Home State,SC
"Abacus Institute of Engineering & Management, Mogra, Hooghly",Civil Engineering,Round 1,24622,74777,WBJEE Seats,All India,Open
"Abacus Institute of Engineering & Management, Mogra, Hooghly",Civil Engineering,Round 1,75540,91895,WBJEE Seats,Home State,OBC - A
"Abacus Institute of Engineering & Management, Mogra, Hooghly",Civil Engineering,Round 1,75077,93668,WBJEE Seats,Home State,OBC - B
"Bankura Unnayani Institute of Engineering, Bankura",Civil Engineering,Round 1,26959,94513,WBJEE Seats,All India,Open
Jadavpur University,Metallurgical Engineering,Round 1,1409,1970,WBJEE Seats,Home State,Open
Jadavpur University,Metallurgical Engineering,Round 1,7016,8502,WBJEE Seats,Home State,SC
University Of Calcutta,Jute & Fibre Technology,Round 1,15840,23783,WBJEE Seats,Home State,SC
"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Civil Engineering,Round 1,51749,75564,WBJEE Seats,All India,Open
"Camellia Institute of Technology & Management, Bainchi, Hooghly",Civil Engineering,Round 1,53073,53073,WBJEE Seats,All India,Open
"Imps College of Engineering & Technology, Malda",Civil Engineering,Round 1,25714,57476,WBJEE Seats,All India,Open
"Mallabhum Institute of Technology, Bishnupur, Bankura",Civil Engineering,Round 1,43694,43694,WBJEE Seats,All India,Open
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,Round 1,6555,20498,WBJEE Seats,All India,Open
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,Round 1,24275,29428,WBJEE Seats,Home State,OBC - A
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,Round 1,21576,23330,WBJEE Seats,Home State,OBC - B
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering,Round 1,62078,62078,WBJEE Seats,Home State,ST
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Civil Engineering (TFW),Round 1,18253,19650,WBJEE Seats,Home State,Tuition Fee Waiver
DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Civil Engineering (TFW),Round 1,32439,46123,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",Civil Engineering (TFW),Round 1,21496,21496,WBJEE Seats,Home State,Tuition Fee Waiver
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering (TFW),Round 1,5310,6722,WBJEE Seats,Home State,Tuition Fee Waiver
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering (TFW),Round 1,20457,26198,WBJEE Seats,Home State,Tuition Fee Waiver
"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering (TFW),Round 1,6832,13171,WBJEE Seats,Home State,Tuition Fee Waiver
University Of Calcutta,Jute & Fibre Technology,Round 1,64325,97389,WBJEE Seats,Home State,ST
"Heritage Institute of Technology, Kolkata",Civil Engineering (TFW),Round 1,16194,18771,WBJEE Seats,Home State,Tuition Fee Waiver
"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering (TFW),Round 1,11935,16829,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Civil Engineering (TFW),Round 1,1956,2639,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,Round 1,71735,95592,WBJEE Seats,Home State,ST
"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,Round 1,20666,24580,WBJEE Seats,Home State,OBC - A
"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,Round 1,11548,19966,WBJEE Seats,Home State,Open
"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,Round 1,31381,38251,WBJEE Seats,Home State,EWS
"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,Round 1,20816,21164,WBJEE Seats,Home State,OBC - B
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,5910,7487,WBJEE Seats,Home State,Tuition Fee Waiver
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,4052,4457,WBJEE Seats,Home State,Tuition Fee Waiver
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,14909,16904,WBJEE Seats,Home State,Tuition Fee Waiver
Swami Vivekananda University,Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,23563,35344,WBJEE Seats,Home State,Tuition Fee Waiver
"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,13922,17496,WBJEE Seats,Home State,Tuition Fee Waiver
"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,11566,15678,WBJEE Seats,Home State,Tuition Fee Waiver
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,38210,39795,WBJEE Seats,Home State,Tuition Fee Waiver
"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,24975,32399,WBJEE Seats,Home State,Tuition Fee Waiver
"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,8336,23854,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,18773,22515,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering (Data Science),Round 1,24337,97669,WBJEE Seats,All India,Open
"Sister Nivedita University, New Town",COMPUTER SCIENCE AND APPLIED MATHEMATICS,Round 1,3950,33616,WBJEE Seats,All India,Open
"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineeringwith Tfw,Round 1,20928,20928,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Metallurgical Engineering,Round 1,40319,40319,WBJEE Seats,Home State,Open (PwD)
"Sister Nivedita University, New Town",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,Round 1,52182,61103,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,Round 1,11572,55470,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,Round 1,71010,71010,WBJEE Seats,Home State,EWS
"Techno International New Town, Rajarhat, New Town",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,Round 1,26100,93908,WBJEE Seats,All India,Open
University Of Calcutta,Jute & Fibre Technology,Round 1,14397,17561,WBJEE Seats,Home State,OBC - A
University Of Calcutta,Optics & Optoelectronics,Round 1,10562,10965,WBJEE Seats,Home State,EWS
University Of Calcutta,Optics & Optoelectronics,Round 1,3034,3609,WBJEE Seats,Home State,Open
University Of Calcutta,Optics & Optoelectronics,Round 1,10024,10068,WBJEE Seats,Home State,OBC - A
University Of Calcutta,Optics & Optoelectronics,Round 1,5179,5179,WBJEE Seats,Home State,OBC - B
University Of Calcutta,Optics & Optoelectronics,Round 1,71813,71813,WBJEE Seats,Home State,ST
University Of Calcutta,Optics & Optoelectronics,Round 1,2652,2831,WBJEE Seats,All India,Open
University Of Calcutta,Optics & Optoelectronics,Round 1,12381,14171,WBJEE Seats,Home State,SC
University Of Calcutta,Polymer Science & Technology,Round 1,16051,20701,WBJEE Seats,Home State,SC
University Of Calcutta,Polymer Science & Technology,Round 1,6625,7657,WBJEE Seats,Home State,OBC - B
University Of Calcutta,Polymer Science & Technology,Round 1,2777,3482,WBJEE Seats,All India,Open
University Of Calcutta,Polymer Science & Technology,Round 1,10579,13860,WBJEE Seats,Home State,OBC - A
University Of Calcutta,Polymer Science & Technology,Round 1,7994,8959,WBJEE Seats,Home State,EWS
University Of Calcutta,Polymer Science & Technology,Round 1,53829,87191,WBJEE Seats,Home State,ST
University Of Calcutta,Polymer Science & Technology,Round 1,3962,5631,WBJEE Seats,Home State,Open
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering (TFW),Round 1,7718,9519,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",B ARCH,Round 1,42718,92541,WBJEE Seats,All India,Open
Jadavpur University,Construction Engineering,Round 1,1429,1575,WBJEE Seats,All India,Open
"Future Institute of Technology, Boral, Garia",Electronics & Communication Engineering (TFW),Round 1,35053,35645,WBJEE Seats,Home State,Tuition Fee Waiver
"Asansol Engineering College, Asansol, Burdwan",Electronics & Communication Engineering (TFW),Round 1,10631,29151,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr. B. C. Roy Engineering College, Durgapur",Electronics & Communication Engineering (TFW),Round 1,23531,31340,WBJEE Seats,Home State,Tuition Fee Waiver
University Of Calcutta,Electronics & Communication Engineering (TFW),Round 1,2141,2279,WBJEE Seats,Home State,Tuition Fee Waiver
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering (TFW),Round 1,2665,3350,WBJEE Seats,Home State,Tuition Fee Waiver
"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering (TFW),Round 1,4858,13666,WBJEE Seats,Home State,Tuition Fee Waiver
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering (TFW),Round 1,6892,12810,WBJEE Seats,Home State,Tuition Fee Waiver
"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering (TFW),Round 1,11757,17240,WBJEE Seats,Home State,Tuition Fee Waiver
"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electronics & Communication Engineering (TFW),Round 1,31942,36282,WBJEE Seats,Home State,Tuition Fee Waiver
"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering (TFW),Round 1,7940,8303,WBJEE Seats,Home State,Tuition Fee Waiver
"Siliguri Institute of Technology, Siliguri",Electronics & Communication Engineering (TFW),Round 1,38350,38706,WBJEE Seats,Home State,Tuition Fee Waiver
"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering (TFW),Round 1,19584,26612,WBJEE Seats,Home State,Tuition Fee Waiver
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,Round 1,7017,16727,WBJEE Seats,All India,Open
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,Round 1,17852,17852,WBJEE Seats,Home State,OBC - B
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,Round 1,3760,5067,WBJEE Seats,Home State,Open
Jadavpur University,Construction Engineering,Round 1,8591,9749,WBJEE Seats,Home State,SC
Jadavpur University,Construction Engineering,Round 1,82851,82851,WBJEE Seats,Home State,SC (PwD)
University Of Calcutta,Chemical Engineering,Round 1,5247,6389,WBJEE Seats,Home State,EWS
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 1,22493,28216,WBJEE Seats,Home State,EWS
"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,Round 1,16419,22944,WBJEE Seats,Home State,OBC - A
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,Round 1,9550,14754,WBJEE Seats,Home State,SC
